"","gene_1","gene_2","gene_3","gene_4","gene_5","gene_6","gene_7","gene_8","gene_9","gene_10","gene_11","gene_12","gene_13","gene_14","gene_15","gene_16","gene_17","gene_18","gene_19","gene_20","gene_21","gene_22","gene_23","gene_24","gene_25","gene_26","gene_27","gene_28","gene_29","gene_30","gene_31","gene_32","gene_33","gene_34","gene_35","gene_36","gene_37","gene_38","gene_39","gene_40","gene_41","gene_42"
"OG0000320:","fig|1196095.96.peg.253","fig|1196095.108.peg.268","fig|1196095.127.peg.2249","fig|1196095.98.peg.2306","fig|1196095.110.peg.117","fig|1196095.112.peg.1722","fig|1196095.119.peg.586","fig|1196095.114.peg.1280","fig|1196095.100.peg.2","fig|1196095.123.peg.738","fig|1196095.132.peg.1864","fig|1196095.102.peg.1413","fig|1196095.115.peg.1771","fig|1196095.135.peg.442","fig|1196095.116.peg.2618","fig|1196095.95.peg.193","fig|1196095.113.peg.802","fig|1196095.106.peg.540","fig|1196095.121.peg.2304","fig|1196095.134.peg.562","fig|1196095.130.peg.90","fig|1196095.118.peg.553","fig|1196095.101.peg.70","fig|1196095.128.peg.2217","fig|1196095.99.peg.1452","fig|1196095.129.peg.825","fig|1196095.122.peg.1408","fig|1196095.94.peg.748","fig|1196095.104.peg.1008","fig|1196095.133.peg.2690","fig|1196095.124.peg.618","fig|1196095.103.peg.978","fig|1196095.107.peg.1787","fig|1196095.97.peg.1203","fig|1196095.109.peg.1414","fig|1196095.111.peg.77","fig|1196095.117.peg.1849","fig|1196095.120.peg.1565","fig|1196095.105.peg.1221","fig|1196095.126.peg.861","fig|1196095.125.peg.447","fig|1196095.131.peg.554"
"OG0000738:","fig|1196095.123.peg.353","fig|1196095.105.peg.2079","fig|1196095.109.peg.555","fig|1196095.118.peg.868","fig|1196095.102.peg.1783","fig|1196095.129.peg.1716","fig|1196095.106.peg.1521","fig|1196095.110.peg.1976","fig|1196095.111.peg.253","fig|1196095.122.peg.764","fig|1196095.134.peg.2372","fig|1196095.97.peg.895","fig|1196095.120.peg.550","fig|1196095.103.peg.15","fig|1196095.115.peg.59","fig|1196095.131.peg.2043","fig|1196095.112.peg.530","fig|1196095.116.peg.534","fig|1196095.101.peg.1858","fig|1196095.98.peg.1931","fig|1196095.125.peg.2070","fig|1196095.96.peg.1586","fig|1196095.127.peg.1229","fig|1196095.113.peg.2014","fig|1196095.94.peg.80","fig|1196095.114.peg.708","fig|1196095.128.peg.1851","fig|1196095.117.peg.2299","fig|1196095.126.peg.996","fig|1196095.121.peg.1882","fig|1196095.133.peg.3592","fig|1196095.100.peg.1250","fig|1196095.119.peg.1878","fig|1196095.104.peg.1198","fig|1196095.95.peg.496","fig|1196095.107.peg.964","fig|1196095.130.peg.1796","fig|1196095.108.peg.1026","fig|1196095.132.peg.2043","fig|1196095.135.peg.2363","fig|1196095.124.peg.1659","fig|1196095.99.peg.1310"
"OG0000739:","fig|1196095.123.peg.354","fig|1196095.105.peg.2078","fig|1196095.102.peg.1784","fig|1196095.101.peg.1857","fig|1196095.106.peg.1520","fig|1196095.129.peg.1715","fig|1196095.111.peg.254","fig|1196095.110.peg.1975","fig|1196095.134.peg.2371","fig|1196095.97.peg.896","fig|1196095.122.peg.765","fig|1196095.116.peg.533","fig|1196095.135.peg.2364","fig|1196095.130.peg.1795","fig|1196095.104.peg.1197","fig|1196095.131.peg.2044","fig|1196095.115.peg.60","fig|1196095.100.peg.1251","fig|1196095.103.peg.14","fig|1196095.98.peg.1930","fig|1196095.127.peg.1228","fig|1196095.96.peg.1587","fig|1196095.94.peg.81","fig|1196095.109.peg.556","fig|1196095.124.peg.1660","fig|1196095.118.peg.869","fig|1196095.128.peg.1852","fig|1196095.114.peg.707","fig|1196095.117.peg.2300","fig|1196095.126.peg.997","fig|1196095.121.peg.1883","fig|1196095.133.peg.3593","fig|1196095.120.peg.551","fig|1196095.119.peg.1877","fig|1196095.95.peg.497","fig|1196095.112.peg.529","fig|1196095.107.peg.965","fig|1196095.125.peg.2071","fig|1196095.108.peg.1027","fig|1196095.132.peg.2042","fig|1196095.113.peg.2015","fig|1196095.99.peg.1309"
"OG0000740:","fig|1196095.127.peg.1226","fig|1196095.124.peg.1662","fig|1196095.123.peg.356","fig|1196095.102.peg.1786","fig|1196095.106.peg.1518","fig|1196095.101.peg.1855","fig|1196095.97.peg.898","fig|1196095.122.peg.767","fig|1196095.110.peg.1973","fig|1196095.130.peg.1793","fig|1196095.135.peg.2366","fig|1196095.116.peg.531","fig|1196095.104.peg.1195","fig|1196095.131.peg.2046","fig|1196095.105.peg.2076","fig|1196095.103.peg.12","fig|1196095.100.peg.1253","fig|1196095.129.peg.1713","fig|1196095.120.peg.553","fig|1196095.112.peg.527","fig|1196095.111.peg.256","fig|1196095.98.peg.1928","fig|1196095.132.peg.2040","fig|1196095.118.peg.871","fig|1196095.109.peg.558","fig|1196095.114.peg.705","fig|1196095.128.peg.1854","fig|1196095.99.peg.1307","fig|1196095.95.peg.499","fig|1196095.133.peg.2379","fig|1196095.121.peg.1885","fig|1196095.134.peg.2369","fig|1196095.126.peg.999","fig|1196095.94.peg.83","fig|1196095.117.peg.2302","fig|1196095.119.peg.1875","fig|1196095.115.peg.62","fig|1196095.107.peg.967","fig|1196095.113.peg.2017","fig|1196095.108.peg.1029","fig|1196095.96.peg.1589","fig|1196095.125.peg.2073"
"OG0000741:","fig|1196095.127.peg.1225","fig|1196095.134.peg.2368","fig|1196095.123.peg.357","fig|1196095.106.peg.1517","fig|1196095.101.peg.1854","fig|1196095.122.peg.768","fig|1196095.112.peg.526","fig|1196095.97.peg.899","fig|1196095.135.peg.2367","fig|1196095.126.peg.1000","fig|1196095.99.peg.1306","fig|1196095.129.peg.1712","fig|1196095.104.peg.1194","fig|1196095.103.peg.11","fig|1196095.111.peg.257","fig|1196095.100.peg.1254","fig|1196095.130.peg.1792","fig|1196095.96.peg.1590","fig|1196095.132.peg.2039","fig|1196095.124.peg.1663","fig|1196095.98.peg.1927","fig|1196095.109.peg.559","fig|1196095.118.peg.872","fig|1196095.105.peg.2075","fig|1196095.114.peg.704","fig|1196095.102.peg.1787","fig|1196095.95.peg.500","fig|1196095.116.peg.530","fig|1196095.133.peg.2378","fig|1196095.121.peg.1886","fig|1196095.110.peg.1972","fig|1196095.120.peg.554","fig|1196095.117.peg.2303","fig|1196095.128.peg.1855","fig|1196095.119.peg.1874","fig|1196095.115.peg.63","fig|1196095.107.peg.968","fig|1196095.94.peg.84","fig|1196095.131.peg.2047","fig|1196095.113.peg.2018","fig|1196095.108.peg.1030","fig|1196095.125.peg.2074"
"OG0000742:","fig|1196095.117.peg.2304","fig|1196095.123.peg.358","fig|1196095.110.peg.1971","fig|1196095.101.peg.1853","fig|1196095.127.peg.1224","fig|1196095.109.peg.560","fig|1196095.112.peg.525","fig|1196095.135.peg.2368","fig|1196095.97.peg.900","fig|1196095.122.peg.769","fig|1196095.102.peg.1788","fig|1196095.104.peg.1193","fig|1196095.131.peg.2048","fig|1196095.118.peg.873","fig|1196095.103.peg.10","fig|1196095.100.peg.1255","fig|1196095.130.peg.1791","fig|1196095.99.peg.1305","fig|1196095.132.peg.2038","fig|1196095.108.peg.1031","fig|1196095.96.peg.1591","fig|1196095.124.peg.1664","fig|1196095.98.peg.1926","fig|1196095.129.peg.1711","fig|1196095.106.peg.1516","fig|1196095.126.peg.1001","fig|1196095.114.peg.703","fig|1196095.95.peg.501","fig|1196095.133.peg.2377","fig|1196095.94.peg.85","fig|1196095.125.peg.2075","fig|1196095.121.peg.1887","fig|1196095.116.peg.529","fig|1196095.134.peg.2367","fig|1196095.120.peg.555","fig|1196095.111.peg.258","fig|1196095.128.peg.1856","fig|1196095.115.peg.64","fig|1196095.107.peg.969","fig|1196095.113.peg.2019","fig|1196095.105.peg.2074","fig|1196095.119.peg.1873"
"OG0000743:","fig|1196095.117.peg.2306","fig|1196095.123.peg.360","fig|1196095.127.peg.1222","fig|1196095.101.peg.1851","fig|1196095.112.peg.523","fig|1196095.120.peg.557","fig|1196095.135.peg.2370","fig|1196095.131.peg.2050","fig|1196095.129.peg.1709","fig|1196095.119.peg.1871","fig|1196095.103.peg.8","fig|1196095.102.peg.1790","fig|1196095.100.peg.1257","fig|1196095.130.peg.1789","fig|1196095.134.peg.2365","fig|1196095.99.peg.1303","fig|1196095.133.peg.2894","fig|1196095.132.peg.2036","fig|1196095.98.peg.1924","fig|1196095.96.peg.1593","fig|1196095.114.peg.701","fig|1196095.118.peg.875","fig|1196095.109.peg.562","fig|1196095.126.peg.1003","fig|1196095.106.peg.1514","fig|1196095.95.peg.503","fig|1196095.125.peg.2077","fig|1196095.108.peg.1033","fig|1196095.110.peg.1969","fig|1196095.124.peg.1666","fig|1196095.94.peg.87","fig|1196095.111.peg.260","fig|1196095.128.peg.1858","fig|1196095.121.peg.1889","fig|1196095.116.peg.527","fig|1196095.115.peg.66","fig|1196095.104.peg.1191","fig|1196095.122.peg.771","fig|1196095.107.peg.971","fig|1196095.105.peg.2072","fig|1196095.113.peg.2021","fig|1196095.97.peg.902"
"OG0000744:","fig|1196095.117.peg.2307","fig|1196095.126.peg.1004","fig|1196095.133.peg.3089","fig|1196095.127.peg.1221","fig|1196095.111.peg.261","fig|1196095.121.peg.1890","fig|1196095.112.peg.522","fig|1196095.135.peg.2371","fig|1196095.125.peg.2078","fig|1196095.103.peg.7","fig|1196095.102.peg.1791","fig|1196095.116.peg.526","fig|1196095.100.peg.1258","fig|1196095.130.peg.1788","fig|1196095.99.peg.1302","fig|1196095.131.peg.2051","fig|1196095.108.peg.1034","fig|1196095.95.peg.504","fig|1196095.132.peg.2035","fig|1196095.124.peg.1667","fig|1196095.98.peg.1923","fig|1196095.96.peg.1594","fig|1196095.114.peg.700","fig|1196095.109.peg.563","fig|1196095.118.peg.876","fig|1196095.101.peg.1850","fig|1196095.106.peg.1513","fig|1196095.123.peg.361","fig|1196095.110.peg.1968","fig|1196095.97.peg.903","fig|1196095.120.peg.558","fig|1196095.128.peg.1859","fig|1196095.119.peg.1870","fig|1196095.115.peg.67","fig|1196095.107.peg.972","fig|1196095.104.peg.1190","fig|1196095.105.peg.2071","fig|1196095.122.peg.772","fig|1196095.134.peg.2364","fig|1196095.113.peg.2022","fig|1196095.94.peg.88","fig|1196095.129.peg.1708"
"OG0000745:","fig|1196095.107.peg.565","fig|1196095.125.peg.2123","fig|1196095.132.peg.1995","fig|1196095.114.peg.654","fig|1196095.104.peg.1388","fig|1196095.112.peg.982","fig|1196095.110.peg.2021","fig|1196095.130.peg.1404","fig|1196095.135.peg.2374","fig|1196095.101.peg.1849","fig|1196095.121.peg.1943","fig|1196095.116.peg.2444","fig|1196095.103.peg.6","fig|1196095.111.peg.671","fig|1196095.100.peg.1259","fig|1196095.124.peg.1825","fig|1196095.96.peg.1340","fig|1196095.128.peg.136","fig|1196095.102.peg.682","fig|1196095.99.peg.2108","fig|1196095.98.peg.1027","fig|1196095.105.peg.2358","fig|1196095.131.peg.101","fig|1196095.106.peg.1549","fig|1196095.134.peg.2323","fig|1196095.118.peg.1624","fig|1196095.115.peg.118","fig|1196095.95.peg.1468","fig|1196095.123.peg.410","fig|1196095.97.peg.2286","fig|1196095.113.peg.852","fig|1196095.109.peg.1010","fig|1196095.117.peg.305","fig|1196095.126.peg.1005","fig|1196095.129.peg.538","fig|1196095.94.peg.943","fig|1196095.122.peg.818","fig|1196095.133.peg.837","fig|1196095.119.peg.1611","fig|1196095.127.peg.555","fig|1196095.120.peg.681","fig|1196095.108.peg.538"
"OG0000746:","fig|1196095.133.peg.3601","fig|1196095.106.peg.236","fig|1196095.107.peg.681","fig|1196095.97.peg.1752","fig|1196095.132.peg.1021","fig|1196095.115.peg.2220","fig|1196095.135.peg.1215","fig|1196095.98.peg.587","fig|1196095.126.peg.1528","fig|1196095.134.peg.1028","fig|1196095.120.peg.1768","fig|1196095.114.peg.131","fig|1196095.119.peg.1474","fig|1196095.94.peg.1359","fig|1196095.111.peg.2110","fig|1196095.113.peg.64","fig|1196095.102.peg.1424","fig|1196095.129.peg.1178","fig|1196095.103.peg.905","fig|1196095.109.peg.2099","fig|1196095.127.peg.121","fig|1196095.125.peg.68","fig|1196095.128.peg.141","fig|1196095.95.peg.1287","fig|1196095.131.peg.358","fig|1196095.118.peg.2022","fig|1196095.105.peg.2266","fig|1196095.117.peg.2561","fig|1196095.121.peg.183","fig|1196095.124.peg.1422","fig|1196095.122.peg.458","fig|1196095.99.peg.1140","fig|1196095.112.peg.1076","fig|1196095.123.peg.2106","fig|1196095.108.peg.289","fig|1196095.100.peg.1274","fig|1196095.96.peg.905","fig|1196095.101.peg.1576","fig|1196095.116.peg.2052","fig|1196095.110.peg.2372","fig|1196095.130.peg.1885","fig|1196095.104.peg.1941"
"OG0000747:","fig|1196095.120.peg.1814","fig|1196095.106.peg.2278","fig|1196095.119.peg.2064","fig|1196095.108.peg.60","fig|1196095.113.peg.421","fig|1196095.107.peg.1088","fig|1196095.97.peg.1758","fig|1196095.126.peg.1524","fig|1196095.118.peg.294","fig|1196095.132.peg.1029","fig|1196095.121.peg.187","fig|1196095.131.peg.362","fig|1196095.114.peg.135","fig|1196095.111.peg.2121","fig|1196095.104.peg.1930","fig|1196095.103.peg.901","fig|1196095.127.peg.110","fig|1196095.117.peg.2549","fig|1196095.128.peg.146","fig|1196095.95.peg.1293","fig|1196095.105.peg.2255","fig|1196095.133.peg.1517","fig|1196095.99.peg.2164","fig|1196095.102.peg.945","fig|1196095.109.peg.2053","fig|1196095.122.peg.454","fig|1196095.124.peg.1411","fig|1196095.115.peg.2215","fig|1196095.134.peg.1032","fig|1196095.123.peg.2110","fig|1196095.98.peg.633","fig|1196095.94.peg.1353","fig|1196095.135.peg.1202","fig|1196095.101.peg.1580","fig|1196095.96.peg.1183","fig|1196095.112.peg.1970","fig|1196095.130.peg.1889","fig|1196095.100.peg.1278","fig|1196095.125.peg.72","fig|1196095.129.peg.1182","fig|1196095.110.peg.2383","fig|1196095.116.peg.2064"
"OG0000748:","fig|1196095.132.peg.1042","fig|1196095.119.peg.2048","fig|1196095.105.peg.259","fig|1196095.122.peg.441","fig|1196095.98.peg.14","fig|1196095.112.peg.251","fig|1196095.107.peg.1331","fig|1196095.106.peg.2294","fig|1196095.101.peg.1592","fig|1196095.100.peg.1290","fig|1196095.123.peg.2123","fig|1196095.131.peg.373","fig|1196095.128.peg.161","fig|1196095.115.peg.2201","fig|1196095.124.peg.1399","fig|1196095.134.peg.1047","fig|1196095.94.peg.1341","fig|1196095.110.peg.2396","fig|1196095.117.peg.2533","fig|1196095.135.peg.1188","fig|1196095.130.peg.1903","fig|1196095.113.peg.405","fig|1196095.108.peg.45","fig|1196095.99.peg.506","fig|1196095.118.peg.282","fig|1196095.103.peg.248","fig|1196095.129.peg.1195","fig|1196095.126.peg.1512","fig|1196095.97.peg.1703","fig|1196095.96.peg.561","fig|1196095.111.peg.2134","fig|1196095.116.peg.2080","fig|1196095.109.peg.2439","fig|1196095.114.peg.149","fig|1196095.95.peg.1306","fig|1196095.133.peg.2763","fig|1196095.121.peg.203","fig|1196095.104.peg.1917","fig|1196095.125.peg.85","fig|1196095.127.peg.97","fig|1196095.120.peg.321","fig|1196095.102.peg.1391"
"OG0000749:","fig|1196095.119.peg.2045","fig|1196095.114.peg.456","fig|1196095.126.peg.553","fig|1196095.132.peg.1771","fig|1196095.122.peg.1936","fig|1196095.112.peg.254","fig|1196095.98.peg.17","fig|1196095.107.peg.1328","fig|1196095.120.peg.1721","fig|1196095.128.peg.171","fig|1196095.101.peg.1596","fig|1196095.106.peg.774","fig|1196095.111.peg.2138","fig|1196095.117.peg.1582","fig|1196095.96.peg.564","fig|1196095.115.peg.2197","fig|1196095.94.peg.1338","fig|1196095.109.peg.378","fig|1196095.105.peg.540","fig|1196095.97.peg.1707","fig|1196095.110.peg.2400","fig|1196095.127.peg.87","fig|1196095.133.peg.1487","fig|1196095.108.peg.42","fig|1196095.102.peg.1942","fig|1196095.135.peg.1184","fig|1196095.116.peg.1459","fig|1196095.118.peg.349","fig|1196095.134.peg.1052","fig|1196095.113.peg.1253","fig|1196095.131.peg.377","fig|1196095.123.peg.2126","fig|1196095.129.peg.1199","fig|1196095.124.peg.1396","fig|1196095.100.peg.1294","fig|1196095.99.peg.715","fig|1196095.95.peg.1309","fig|1196095.121.peg.207","fig|1196095.104.peg.1913","fig|1196095.130.peg.1907","fig|1196095.125.peg.88","fig|1196095.103.peg.818"
"OG0000750:","fig|1196095.120.peg.1724","fig|1196095.114.peg.453","fig|1196095.117.peg.1580","fig|1196095.98.peg.20","fig|1196095.133.peg.1504","fig|1196095.112.peg.257","fig|1196095.107.peg.1326","fig|1196095.106.peg.777","fig|1196095.101.peg.1599","fig|1196095.100.peg.1297","fig|1196095.111.peg.2141","fig|1196095.96.peg.567","fig|1196095.127.peg.83","fig|1196095.129.peg.1202","fig|1196095.105.peg.542","fig|1196095.125.peg.91","fig|1196095.104.peg.1910","fig|1196095.110.peg.2402","fig|1196095.94.peg.1335","fig|1196095.109.peg.381","fig|1196095.122.peg.1939","fig|1196095.102.peg.1944","fig|1196095.132.peg.1768","fig|1196095.131.peg.380","fig|1196095.119.peg.2042","fig|1196095.97.peg.1710","fig|1196095.116.peg.1462","fig|1196095.113.peg.1251","fig|1196095.134.peg.1055","fig|1196095.126.peg.556","fig|1196095.128.peg.174","fig|1196095.123.peg.2129","fig|1196095.121.peg.209","fig|1196095.95.peg.1312","fig|1196095.115.peg.2195","fig|1196095.124.peg.1393","fig|1196095.118.peg.352","fig|1196095.103.peg.821","fig|1196095.135.peg.1181","fig|1196095.130.peg.1910","fig|1196095.99.peg.712","fig|1196095.108.peg.40"
"OG0000751:","fig|1196095.117.peg.1579","fig|1196095.131.peg.381","fig|1196095.122.peg.1940","fig|1196095.114.peg.452","fig|1196095.98.peg.21","fig|1196095.113.peg.1250","fig|1196095.112.peg.258","fig|1196095.96.peg.568","fig|1196095.107.peg.1325","fig|1196095.120.peg.1725","fig|1196095.106.peg.778","fig|1196095.101.peg.1600","fig|1196095.100.peg.1298","fig|1196095.111.peg.2142","fig|1196095.133.peg.2330","fig|1196095.127.peg.82","fig|1196095.94.peg.1334","fig|1196095.129.peg.1203","fig|1196095.110.peg.2403","fig|1196095.109.peg.382","fig|1196095.125.peg.92","fig|1196095.102.peg.1945","fig|1196095.128.peg.175","fig|1196095.132.peg.1767","fig|1196095.97.peg.1711","fig|1196095.104.peg.1909","fig|1196095.116.peg.1463","fig|1196095.119.peg.2041","fig|1196095.134.peg.1056","fig|1196095.121.peg.210","fig|1196095.126.peg.557","fig|1196095.95.peg.1313","fig|1196095.123.peg.2130","fig|1196095.115.peg.2194","fig|1196095.124.peg.1392","fig|1196095.118.peg.353","fig|1196095.130.peg.1911","fig|1196095.135.peg.1180","fig|1196095.103.peg.822","fig|1196095.105.peg.543","fig|1196095.99.peg.711","fig|1196095.108.peg.39"
"OG0000752:","fig|1196095.117.peg.1578","fig|1196095.115.peg.2193","fig|1196095.97.peg.1712","fig|1196095.122.peg.1941","fig|1196095.114.peg.451","fig|1196095.131.peg.382","fig|1196095.116.peg.1464","fig|1196095.98.peg.22","fig|1196095.120.peg.1726","fig|1196095.109.peg.383","fig|1196095.107.peg.1324","fig|1196095.106.peg.779","fig|1196095.129.peg.1204","fig|1196095.108.peg.38","fig|1196095.101.peg.1601","fig|1196095.121.peg.211","fig|1196095.96.peg.569","fig|1196095.110.peg.2404","fig|1196095.127.peg.81","fig|1196095.111.peg.2143","fig|1196095.103.peg.823","fig|1196095.104.peg.1908","fig|1196095.125.peg.93","fig|1196095.102.peg.1946","fig|1196095.132.peg.1766","fig|1196095.134.peg.1057","fig|1196095.112.peg.259","fig|1196095.113.peg.1249","fig|1196095.119.peg.2040","fig|1196095.126.peg.558","fig|1196095.128.peg.176","fig|1196095.123.peg.2131","fig|1196095.95.peg.1314","fig|1196095.124.peg.1391","fig|1196095.100.peg.1299","fig|1196095.118.peg.354","fig|1196095.130.peg.1912","fig|1196095.133.peg.3021","fig|1196095.99.peg.710","fig|1196095.105.peg.544","fig|1196095.135.peg.1179","fig|1196095.94.peg.1333"
"OG0000753:","fig|1196095.131.peg.389","fig|1196095.117.peg.1577","fig|1196095.113.peg.1241","fig|1196095.114.peg.450","fig|1196095.120.peg.1815","fig|1196095.102.peg.1956","fig|1196095.116.peg.1465","fig|1196095.97.peg.1760","fig|1196095.95.peg.1315","fig|1196095.134.peg.1064","fig|1196095.96.peg.570","fig|1196095.130.peg.1919","fig|1196095.101.peg.1602","fig|1196095.121.peg.218","fig|1196095.111.peg.2144","fig|1196095.127.peg.80","fig|1196095.110.peg.2405","fig|1196095.115.peg.2186","fig|1196095.103.peg.824","fig|1196095.109.peg.2051","fig|1196095.104.peg.1907","fig|1196095.125.peg.100","fig|1196095.122.peg.1942","fig|1196095.106.peg.206","fig|1196095.99.peg.2162","fig|1196095.132.peg.1765","fig|1196095.108.peg.30","fig|1196095.133.peg.3321","fig|1196095.107.peg.1089","fig|1196095.119.peg.2039","fig|1196095.128.peg.177","fig|1196095.126.peg.559","fig|1196095.100.peg.1300","fig|1196095.123.peg.2132","fig|1196095.98.peg.635","fig|1196095.124.peg.1390","fig|1196095.129.peg.1211","fig|1196095.118.peg.355","fig|1196095.112.peg.1968","fig|1196095.105.peg.545","fig|1196095.135.peg.1178","fig|1196095.94.peg.1332"
"OG0000754:","fig|1196095.131.peg.390","fig|1196095.117.peg.1576","fig|1196095.113.peg.1240","fig|1196095.114.peg.449","fig|1196095.120.peg.1816","fig|1196095.107.peg.1090","fig|1196095.102.peg.1957","fig|1196095.116.peg.1466","fig|1196095.97.peg.1761","fig|1196095.133.peg.3320","fig|1196095.134.peg.1065","fig|1196095.96.peg.571","fig|1196095.121.peg.219","fig|1196095.130.peg.1920","fig|1196095.111.peg.2145","fig|1196095.115.peg.2185","fig|1196095.127.peg.79","fig|1196095.109.peg.2050","fig|1196095.108.peg.29","fig|1196095.103.peg.825","fig|1196095.104.peg.1906","fig|1196095.125.peg.101","fig|1196095.106.peg.207","fig|1196095.99.peg.2161","fig|1196095.132.peg.1764","fig|1196095.129.peg.1212","fig|1196095.119.peg.2038","fig|1196095.128.peg.178","fig|1196095.101.peg.1603","fig|1196095.126.peg.560","fig|1196095.100.peg.1301","fig|1196095.123.peg.2133","fig|1196095.95.peg.1316","fig|1196095.118.peg.356","fig|1196095.124.peg.1389","fig|1196095.98.peg.636","fig|1196095.94.peg.1331","fig|1196095.110.peg.2406","fig|1196095.112.peg.1967","fig|1196095.122.peg.1943","fig|1196095.105.peg.546","fig|1196095.135.peg.1177"
"OG0000755:","fig|1196095.120.peg.1818","fig|1196095.115.peg.2184","fig|1196095.122.peg.1944","fig|1196095.125.peg.102","fig|1196095.102.peg.1958","fig|1196095.116.peg.1467","fig|1196095.117.peg.1575","fig|1196095.134.peg.1066","fig|1196095.111.peg.2146","fig|1196095.121.peg.220","fig|1196095.113.peg.1239","fig|1196095.132.peg.1763","fig|1196095.133.peg.432","fig|1196095.127.peg.78","fig|1196095.108.peg.28","fig|1196095.109.peg.2049","fig|1196095.103.peg.826","fig|1196095.104.peg.1905","fig|1196095.114.peg.448","fig|1196095.106.peg.208","fig|1196095.99.peg.2160","fig|1196095.130.peg.1921","fig|1196095.107.peg.1091","fig|1196095.131.peg.391","fig|1196095.97.peg.1763","fig|1196095.94.peg.175","fig|1196095.119.peg.2037","fig|1196095.101.peg.1604","fig|1196095.100.peg.1302","fig|1196095.129.peg.1213","fig|1196095.128.peg.179","fig|1196095.126.peg.561","fig|1196095.123.peg.2134","fig|1196095.95.peg.523","fig|1196095.118.peg.357","fig|1196095.98.peg.637","fig|1196095.124.peg.1388","fig|1196095.110.peg.2407","fig|1196095.112.peg.1966","fig|1196095.105.peg.547","fig|1196095.96.peg.572","fig|1196095.135.peg.1176"
"OG0000756:","fig|1196095.107.peg.1092","fig|1196095.117.peg.1574","fig|1196095.115.peg.2183","fig|1196095.118.peg.358","fig|1196095.114.peg.447","fig|1196095.102.peg.1959","fig|1196095.129.peg.1214","fig|1196095.116.peg.1468","fig|1196095.134.peg.1067","fig|1196095.109.peg.2048","fig|1196095.111.peg.2147","fig|1196095.122.peg.1945","fig|1196095.113.peg.1238","fig|1196095.130.peg.1922","fig|1196095.131.peg.393","fig|1196095.108.peg.27","fig|1196095.95.peg.522","fig|1196095.128.peg.180","fig|1196095.120.peg.1819","fig|1196095.104.peg.1904","fig|1196095.125.peg.103","fig|1196095.133.peg.3470","fig|1196095.106.peg.209","fig|1196095.121.peg.221","fig|1196095.132.peg.1762","fig|1196095.127.peg.77","fig|1196095.97.peg.1764","fig|1196095.112.peg.1965","fig|1196095.94.peg.176","fig|1196095.119.peg.2036","fig|1196095.99.peg.2159","fig|1196095.101.peg.1605","fig|1196095.98.peg.638","fig|1196095.100.peg.1303","fig|1196095.126.peg.562","fig|1196095.123.peg.2135","fig|1196095.96.peg.573","fig|1196095.124.peg.1387","fig|1196095.103.peg.827","fig|1196095.110.peg.2408","fig|1196095.135.peg.1175","fig|1196095.105.peg.548"
"OG0000757:","fig|1196095.123.peg.2137","fig|1196095.102.peg.1961","fig|1196095.115.peg.2181","fig|1196095.117.peg.1572","fig|1196095.125.peg.105","fig|1196095.95.peg.520","fig|1196095.97.peg.1766","fig|1196095.122.peg.1947","fig|1196095.116.peg.1470","fig|1196095.133.peg.1507","fig|1196095.130.peg.1924","fig|1196095.129.peg.1216","fig|1196095.112.peg.1963","fig|1196095.120.peg.1821","fig|1196095.131.peg.395","fig|1196095.109.peg.2046","fig|1196095.103.peg.829","fig|1196095.105.peg.2459","fig|1196095.114.peg.445","fig|1196095.134.peg.1069","fig|1196095.99.peg.2157","fig|1196095.106.peg.283","fig|1196095.113.peg.1236","fig|1196095.107.peg.1094","fig|1196095.94.peg.178","fig|1196095.108.peg.25","fig|1196095.119.peg.2034","fig|1196095.100.peg.1305","fig|1196095.132.peg.1760","fig|1196095.104.peg.1902","fig|1196095.101.peg.1607","fig|1196095.118.peg.360","fig|1196095.126.peg.564","fig|1196095.96.peg.575","fig|1196095.98.peg.640","fig|1196095.128.peg.182","fig|1196095.110.peg.2410","fig|1196095.124.peg.1385","fig|1196095.111.peg.2149","fig|1196095.135.peg.1173","fig|1196095.127.peg.75","fig|1196095.121.peg.223"
